aha_id,mstate,mcrnum,year,national_network,vendor_network,hio,tefca_part,tefca_plan
6340012,VA,490118,2025,1,0,1,1,0
6340013,VA,490021,2023,1,1,1,0,1
6340014,VA,491303,2022,1,1,1,0,0
6340020,VA,490040,2025,1,1,1,1,0
6340021,VA,490136,2024,0,1,1,0,1
6340023,VA,490141,2025,1,0,1,1,0
6340025,VA,490107,2025,1,0,1,1,0
6340030,VA,490122,2025,1,1,1,1,0
6340040,VA,490050,2025,0,1,1,0,1
6340055,VA,490114,2022,1,1,1,0,0
6340120,VA,490077,2025,1,1,1,0,1
6340140,VA,490110,2025,1,0,1,1,0
6340145,VA,490120,2023,1,1,1,0,1
6340148,VA,490126,2025,1,0,1,1,0
6340195,VA,490019,2023,1,1,1,1,0
6340220,VA,490075,2025,1,0,1,1,0
6340227,VA,490097,2024,0,1,1,0,1
6340231,VA,490101,2025,1,1,1,1,0
6340280,VA,490092,2024,0,1,1,0,1
6340290,VA,490022,2022,1,0,0,0,1
6340300,VA,490033,2025,1,1,1,1,0
6340315,VA,490115,2025,1,0,1,1,0
6340330,VA,490093,2025,1,1,1,0,1
6340340,VA,490004,2025,1,1,1,0,1
6340350,VA,490020,2025,1,0,1,1,0
6340385,VA,491308,2024,0,1,1,0,1
6340390,VA,490002,2022,1,1,1,0,0
6340400,VA,490043,2025,1,1,1,1,0
6340410,VA,491304,2025,0,1,1,1,0
6340420,VA,491307,2024,1,1,1,0,1
6340425,VA,490143,2025,1,1,1,1,0
6340429,VA,490144,2023,1,1,1,1,0
6340451,VA,490145,2025,1,0,1,1,0
6340454,VA,490045,2023,1,1,1,1,0
6340460,VA,490038,2022,1,1,1,0,0
6340480,VA,490079,2025,1,0,1,1,0
6340490,VA,490063,2025,1,1,1,1,0
6340500,VA,490037,2025,1,1,1,1,0
6340510,VA,490041,2024,0,1,1,0,1
6340520,VA,490052,2025,1,1,1,1,0
6340521,VA,490130,2025,1,1,1,1,0
6340580,VA,490046,2025,1,1,1,0,1
6340620,VA,490007,2025,1,1,1,0,1
6340670,VA,490001,2022,1,1,1,0,0
6340675,VA,490027,2022,1,1,1,0,0
6340677,VA,491302,2025,0,1,1,1,0
6340710,VA,490067,2024,0,1,1,0,1
6340740,VA,490017,2024,0,1,1,0,1
6340760,VA,490116,2025,1,0,1,1,0
6340780,VA,490042,2025,0,1,1,1,0
6340800,VA,490060,2025,1,0,1,1,0
6340890,VA,490094,2024,0,1,1,0,1
6340896,VA,490069,2024,0,1,1,0,1
6340921,VA,490059,2024,0,1,1,0,1
6341040,VA,490024,2025,0,1,1,1,0
6341063,VA,490089,2025,0,1,1,1,0
6341075,VA,490013,2025,1,1,1,0,1
6341145,VA,490119,2025,1,1,1,0,1
6341153,VA,490044,2025,1,1,1,0,1
6341162,VA,490057,2025,1,1,1,0,1
6341165,VA,490023,2022,1,1,1,0,1
6341175,VA,490117,2025,0,1,1,1,0
6341195,VA,490066,2025,1,1,1,0,1
6341200,VA,490005,2024,1,1,1,0,1
6341210,VA,490113,2025,1,1,1,0,1
6341215,VA,491305,2024,1,1,1,0,1
6341230,VA,490111,2025,1,0,1,1,0
6344000,VA,490009,2023,1,1,1,1,0
6350006,WV,510070,2025,1,0,1,1,0
6350007,WV,510001,2025,1,1,1,1,0
6350035,WV,510062,2025,1,0,1,0,0
6350060,WV,511309,2024,1,1,1,0,1
6350110,WV,511321,2025,1,1,1,1,0
6350120,WV,510022,2022,0,0,1,0,1
6350180,WV,510031,2023,0,0,1,1,0
6350220,WV,510006,2025,1,1,1,1,0
6350270,WV,510030,2022,1,1,1,0,0
6350295,WV,511308,2025,1,1,1,1,0
6350310,WV,510013,2025,1,1,1,1,0
6350317,WV,511303,2025,1,0,1,0,0
6350325,WV,511310,2025,1,0,1,0,0
6350345,WV,510055,2025,0,0,1,1,0
6350400,WV,510007,2025,0,0,1,0,0
6350420,WV,511315,2025,1,1,1,1,0
6350425,WV,511312,2025,1,0,1,0,1
6350450,WV,510048,2025,0,0,1,0,0
6350468,WV,511313,2025,0,0,1,0,0
6350480,WV,511314,2025,0,0,1,0,0
6350485,WV,510008,2025,1,1,1,1,0
6350540,WV,511318,2025,0,0,1,0,0
6350555,WV,510024,2024,0,0,1,0,0
6350580,WV,510072,2025,1,1,1,1,0
6350590,WV,511317,2024,0,0,0,0,1
6350600,WV,510058,2025,1,1,1,1,0
6350625,WV,511316,2025,1,1,1,1,0
6350630,WV,511300,2022,1,1,1,0,0
6350635,WV,510012,2025,0,0,0,0,0
6350642,WV,510046,2025,1,1,1,1,0
6350645,WV,511319,2025,1,1,1,1,0
6350672,WV,511320,2025,1,1,1,1,0
6350675,WV,511311,2024,1,1,1,0,1
6350680,WV,510002,2022,0,0,1,0,0
6350710,WV,510029,2025,1,1,1,1,0
6350753,WV,511301,2025,0,0,1,0,0
6350755,WV,510023,2025,1,1,1,1,0
6350765,WV,511322,2025,1,1,1,1,0
6350780,WV,510086,2025,0,0,1,0,0
6350800,WV,510038,2022,0,0,0,0,0
6350830,WV,510050,2025,1,1,1,1,0
6359070,WV,511304,2024,0,0,0,0,0
6360001,NC,340069,2025,1,1,1,0,1
6360003,NC,340099,2025,1,1,1,1,0
6360005,NC,340119,2025,1,1,1,1,0
6360006,NC,340070,2023,1,1,1,0,1
6360008,NC,340116,2025,1,0,1,1,0
6360012,NC,340171,2024,0,1,1,0,0
6360013,NC,340002,2025,1,0,1,1,0
6360015,NC,341323,2023,0,1,1,0,0
6360018,NC,340098,2025,1,1,1,1,0
6360019,NC,340141,2024,0,1,1,0,0
6360021,NC,341324,2025,1,1,1,1,0
6360023,NC,340028,2024,1,1,1,1,0
6360026,NC,340183,2024,0,1,1,0,0
6360215,NC,340051,2023,0,1,1,0,0
6360220,NC,341319,2025,1,0,1,1,0
6360222,NC,341305,2025,1,0,1,1,0
6360225,NC,341307,2024,0,1,1,0,0
6360260,NC,340061,2023,1,1,1,0,1
6360280,NC,340113,2025,1,1,1,1,0
6360305,NC,340166,2025,1,1,1,1,0
6360320,NC,340053,2024,0,1,1,0,0
6360340,NC,340156,2025,0,0,0,0,0
6360348,NC,340024,2024,0,0,1,0,1
6360355,NC,340030,2025,1,1,1,1,0
6360360,NC,340001,2025,1,1,1,1,0
6360427,NC,340075,2023,1,1,1,0,1
6360433,NC,340190,2024,0,1,1,0,0
6360440,NC,340155,2025,1,1,1,1,0
6360445,NC,341318,2025,1,1,1,1,0
6360450,NC,340109,2025,1,1,1,0,1
6360520,NC,340023,2025,1,1,1,1,0
6360550,NC,341326,2025,1,0,1,1,0
6360580,NC,340032,2022,1,1,1,0,1
6360625,NC,340010,2023,1,1,1,0,1
6360690,NC,340040,2025,1,1,1,1,0
6360730,NC,340132,2025,1,0,1,1,0
6360750,NC,340017,2023,1,1,1,0,1
6360775,NC,341316,2025,1,0,1,1,0
6360780,NC,340004,2025,1,1,1,1,0
6360805,NC,340042,2025,0,1,1,0,1
6360820,NC,341325,2024,0,1,1,0,0
6360822,NC,340120,2025,1,1,1,1,0
6360840,NC,340027,2023,1,1,1,0,1
6360870,NC,340008,2025,1,1,1,1,0
6360880,NC,340060,2023,1,1,1,0,1
6360895,NC,340041,2023,1,1,1,0,1
6360920,NC,340096,2025,1,1,1,1,0
6360931,NC,340145,2025,1,1,1,1,0
6360950,NC,340050,2023,1,1,1,0,1
6360970,NC,340087,2025,1,0,1,1,0
6360978,NC,340187,2025,1,1,1,1,0
6360985,NC,340130,2025,1,1,1,1,0
6360992,NC,340142,2025,0,0,1,1,0
6361035,NC,340003,2023,0,0,1,0,0
6361055,NC,341328,2025,1,1,1,1,0
6361100,NC,340064,2025,1,1,1,1,0
6361120,NC,340127,2023,0,0,1,0,0
6361155,NC,341314,2023,0,0,0,0,0
6361180,NC,340073,2025,1,1,1,1,0
636118A,NC,340173,2024,1,1,1,0,1
6361210,NC,340114,2023,1,1,1,0,1
6361255,NC,340151,2025,1,1,1,1,0
6361291,NC,340147,2023,1,1,1,0,1
6361320,NC,340159,2025,1,0,1,1,0
6361330,NC,340013,2025,1,0,1,1,0
6361340,NC,340015,2024,0,1,1,0,0
6361350,NC,340158,2024,0,1,1,0,0
6361360,NC,340020,2025,1,0,1,1,0
6361370,NC,340021,2025,1,1,1,1,0
6361375,NC,341311,2023,1,1,1,0,1
6361395,NC,340090,2023,1,1,1,0,1
6361400,NC,341327,2023,1,0,1,0,0
6361403,NC,341320,2025,1,1,1,1,0
6361407,NC,341329,2025,1,0,1,1,0
6361421,NC,340039,2025,1,0,1,1,0
6361440,NC,340016,2023,0,0,1,0,0
6361470,NC,340107,2025,1,1,1,1,0
6361480,NC,340085,2024,0,0,1,0,0
6361490,NC,341322,2025,1,1,1,1,0
6361515,NC,340084,2025,1,1,1,1,0
6361525,NC,340186,2023,1,1,1,0,1
6361540,NC,340184,2025,1,0,1,1,0
6361550,NC,340068,2024,1,1,1,0,1
6361635,NC,340126,2025,1,0,0,1,0
6361655,NC,341304,2025,1,1,1,1,0
6361685,NC,340014,2024,0,1,1,0,0
6361686,NC,340148,2024,0,1,1,0,0
6361700,NC,340047,2025,1,1,1,1,0
6370001,SC,420038,2025,1,1,0,1,0
6370009,SC,420051,2025,1,1,0,0,1
6370010,SC,421301,2022,1,0,1,0,0
6370018,SC,420098,2023,1,0,1,0,1
6370030,SC,420027,2024,1,1,1,1,0
6370034,SC,420103,2025,1,1,1,1,0
6370035,SC,420104,2024,0,1,1,0,1
6370085,SC,420004,2023,1,1,1,0,1
6370090,SC,420087,2024,0,1,1,0,1
6370100,SC,420065,2024,0,1,1,0,1
6370140,SC,420018,2025,1,1,0,1,0
6370190,SC,420086,2025,1,1,0,1,0
6370230,SC,420049,2022,1,0,1,0,1
6370232,SC,420079,2025,1,0,1,1,0
6370240,SC,420005,2025,1,1,0,0,1
6370244,SC,420015,2025,1,1,0,1,0
6370290,SC,420043,2025,1,1,1,1,0
6370323,SC,420078,2025,1,1,0,1,0
6370330,SC,420023,2024,0,1,1,0,1
6370375,SC,420071,2025,1,1,0,1,0
6370378,SC,420033,2025,1,1,0,1,0
6370380,SC,420010,2022,1,1,1,0,1
6370429,SC,420106,2025,1,1,0,1,0
6370433,SC,420110,2024,0,1,1,0,1
6370444,SC,420105,2025,1,1,0,0,1
6370445,SC,420109,2025,1,1,0,0,1
6370477,SC,420085,2025,1,0,0,1,0
6370495,SC,420107,2025,1,1,0,0,1
6370500,SC,420053,2025,1,0,1,0,1
6370520,SC,420068,2024,0,0,0,0,0
6370540,SC,420011,2025,1,1,1,1,0
6370590,SC,420009,2025,1,1,0,1,0
6370595,SC,420037,2025,1,1,0,1,0
6370600,SC,420083,2022,1,1,1,0,1
6370610,SC,420007,2025,1,1,1,1,0
6370640,SC,420070,2025,1,1,0,1,0
6370660,SC,420108,2025,1,1,1,1,0
6370670,SC,420030,2025,1,0,0,1,0
6370671,SC,420073,2022,1,1,1,0,1
6380005,GA,110101,2023,1,0,1,0,0
6380006,GA,110129,2022,1,1,1,0,1
6380022,GA,110229,2025,1,1,1,1,0
6380024,GA,110215,2025,1,1,1,1,0
6380037,GA,110226,2025,1,1,0,1,0
6380040,GA,110074,2025,1,1,1,1,0
6380050,GA,110006,2024,0,1,1,1,0
6380080,GA,110078,2025,1,1,0,1,0
6380130,GA,110079,2023,1,1,1,0,0
6380180,GA,110083,2025,1,1,1,1,0
6380200,GA,110082,2025,1,1,0,1,0
6380265,GA,110177,2025,1,0,0,1,0
6380270,GA,110028,2025,1,1,1,1,0
6380315,GA,110071,2025,0,0,0,0,0
6380338,GA,111320,2025,1,1,0,0,1
6380340,GA,110025,2024,1,1,1,1,0
6380360,GA,110121,2024,1,0,1,1,0
6380365,GA,110023,2025,1,1,1,1,0
6380373,GA,111331,2024,1,0,1,1,0
6380385,GA,110011,2025,1,1,0,0,1
6380395,GA,110030,2025,1,1,1,1,0
6380400,GA,110230,2025,1,1,0,1,0
6380401,GA,110050,2025,1,1,1,1,0
6380405,GA,111330,2025,1,1,1,1,0
6380415,GA,110200,2025,1,1,1,1,0
6380427,GA,111302,2025,1,0,0,0,0
6380430,GA,110064,2025,1,1,1,1,0
6380450,GA,110104,2025,1,0,1,0,0
6380455,GA,110018,2025,1,1,1,1,0
6380475,GA,110042,2022,0,0,0,0,0
6380480,GA,110001,2025,1,1,0,1,0
6380486,GA,110007,2025,1,0,1,0,1
6380488,GA,110076,2025,1,1,0,1,0
6380495,GA,110041,2022,1,0,1,0,0
6380500,GA,110194,2022,1,0,1,0,0
6380505,GA,110125,2025,1,0,0,1,0
6380510,GA,110089,2025,0,0,0,1,0
6380557,GA,111313,2025,0,0,1,0,0
6380560,GA,111337,2025,0,0,1,0,0
6380570,GA,110010,2025,1,1,0,1,0
6380574,GA,110073,2025,0,0,1,0,1
6380577,GA,111318,2025,0,0,0,0,0
6380595,GA,110236,2025,1,0,1,0,1
6380598,GA,111310,2025,1,1,1,1,0
6380635,GA,111329,2024,1,1,1,1,0
6380640,GA,110031,2025,0,0,0,0,0
6380650,GA,110135,2023,1,0,0,0,0
6380652,GA,111335,2023,1,0,1,0,0
6380653,GA,111333,2025,1,1,0,0,0
6380655,GA,111324,2025,0,0,0,0,1
6380665,GA,111308,2025,0,0,0,0,1
6380667,GA,111319,2022,0,0,0,0,0
6380676,GA,110225,2025,1,1,1,1,0
6380693,GA,111326,2023,0,0,0,0,0
6380715,GA,110164,2025,1,1,1,1,0
6380730,GA,110107,2025,1,1,1,1,0
6380745,GA,110201,2025,1,1,1,1,0
6380775,GA,110035,2023,0,0,0,0,0
6380805,GA,110150,2025,1,1,1,1,0
638080A,GA,111334,2024,0,0,1,0,0
6380860,GA,110046,2025,1,1,1,1,0
6380885,GA,111303,2025,1,0,1,1,0
6380890,GA,110105,2025,0,0,1,0,1
6380945,GA,110165,2025,0,0,1,0,1
6380950,GA,110054,2025,1,1,1,1,0
6380955,GA,111323,2022,0,0,1,0,0
6380960,GA,110168,2025,1,1,1,1,0
6380985,GA,110146,2023,1,0,0,0,1
6380987,GA,110086,2022,0,0,0,0,0
6381027,GA,110036,2025,1,0,1,1,0
6381075,GA,110192,2025,1,1,1,1,0
6381097,GA,111306,2025,1,0,1,0,1
6381115,GA,110191,2025,1,1,1,1,0
6381125,GA,111312,2022,0,0,1,0,0
6381130,GA,110002,2025,0,1,1,0,0
6381140,GA,110038,2024,1,0,1,1,0
6381150,GA,110111,2025,1,1,1,1,0
6381160,GA,110095,2023,1,0,1,0,0
6381170,GA,110032,2023,0,1,1,0,0
6381201,GA,110128,2024,0,0,0,0,0
6381215,GA,110015,2025,1,1,0,0,1
6381223,GA,111316,2025,0,0,1,0,0
6381225,GA,110069,2025,0,0,1,0,1
6381250,GA,110003,2025,1,0,0,1,0
6388093,GA,110153,2023,0,0,1,0,1
6389065,GA,110051,2025,1,0,0,0,1
6389100,GA,110091,2025,1,1,1,1,0
6389155,GA,110100,2025,0,0,1,0,0
6389185,GA,111332,2024,1,0,1,1,0
6389226,GA,110027,2024,1,1,1,1,0
6390002,FL,100175,2025,0,1,1,0,1
6390004,FL,100084,2025,1,1,1,1,0
6390005,FL,100109,2025,1,1,1,1,0
6390010,FL,100121,2025,1,0,1,1,0
6390034,FL,100281,2025,1,1,1,1,0
6390037,FL,101304,2022,0,0,1,0,0
6390038,FL,100168,2023,1,0,1,0,1
6390039,FL,100090,2025,1,1,1,1,0
6390043,FL,100224,2025,1,0,1,1,0
6390046,FL,100072,2025,1,1,1,1,0
6390048,FL,100246,2025,1,0,1,1,0
6390050,FL,100002,2023,1,0,1,0,1
6390052,FL,100087,2025,1,0,1,0,0
6390053,FL,100075,2025,1,0,1,1,0
6390055,FL,100213,2025,1,0,1,1,0
6390056,FL,100017,2024,1,0,1,0,1
6390060,FL,100118,2025,1,1,1,1,0
6390064,FL,100035,2022,0,0,1,0,0
6390068,FL,100244,2025,1,1,1,0,1
6390070,FL,100243,2025,1,0,0,1,0
6390074,FL,100080,2025,1,0,1,1,0
6390079,FL,100052,2025,1,0,1,1,0
6390082,FL,100001,2025,1,1,1,1,0
6390086,FL,100291,2025,0,0,0,0,1
6390090,FL,100127,2025,1,0,1,1,0
6390093,FL,100051,2025,1,1,1,1,0
6390095,FL,101309,2024,0,0,1,0,0
6390097,FL,100177,2022,1,0,1,0,1
6390102,FL,100290,2025,1,1,1,1,0
6390105,FL,100296,2023,1,1,1,0,1
6390109,FL,100299,2025,1,0,1,0,1
6390111,FL,100285,2025,1,1,1,1,0
6390120,FL,100046,2025,1,1,1,1,0
6390124,FL,100316,2023,0,0,0,0,0
6390135,FL,100211,2025,1,1,1,1,0
6390145,FL,100307,2022,1,0,1,0,1
6390150,FL,100276,2025,0,1,0,1,0
6390160,FL,100265,2025,1,0,1,1,0
6390161,FL,100045,2025,1,1,1,1,0
6390170,FL,100043,2025,1,0,1,1,0
6390180,FL,100228,2025,1,0,1,1,0
6390190,FL,100057,2025,1,1,1,1,0
6390200,FL,100140,2025,1,1,1,1,0
6390205,FL,100289,2025,1,1,1,0,1
6390210,FL,100039,2025,0,1,0,1,0
6390215,FL,100200,2025,0,1,0,1,0
6390225,FL,100204,2025,1,0,1,1,0
6390230,FL,100073,2024,1,1,1,1,0
6390240,FL,100012,2025,1,1,1,0,1
6390248,FL,100266,2025,0,0,1,0,0
6390253,FL,100223,2025,1,0,1,1,0
6390282,FL,100131,2025,1,0,1,1,0
6390283,FL,100113,2025,1,1,1,1,0
6390286,FL,100137,2025,1,1,1,1,0
6390292,FL,100050,2025,0,1,0,0,1
6390295,FL,100038,2025,1,1,1,1,0
6390300,FL,100125,2023,1,1,1,0,1
6390305,FL,100023,2025,1,0,0,1,0
6390306,FL,101313,2023,1,1,1,0,1
6390308,FL,100088,2025,1,1,1,1,0
6390323,FL,100220,2025,1,1,1,0,1
6390385,FL,100256,2025,1,0,0,1,0
6390390,FL,100040,2022,1,0,1,0,1
6390404,FL,100315,2022,1,0,1,0,1
6390409,FL,100179,2025,1,0,0,1,0
6390411,FL,100117,2025,1,1,1,1,0
6390420,FL,100314,2023,1,1,1,0,1
6390440,FL,100110,2025,1,0,1,1,0
6390445,FL,100156,2025,1,0,1,1,0
6390470,FL,100157,2025,1,1,1,1,0
6390480,FL,100099,2025,1,1,1,1,0
6390488,FL,100107,2024,1,1,1,1,0
6390489,FL,100248,2025,1,0,0,1,0
6390499,FL,101311,2025,0,1,1,0,0
6390505,FL,100134,2025,0,1,1,1,0
6390508,FL,101312,2023,1,1,1,0,1
6390509,FL,100189,2025,1,0,1,1,0
6390510,FL,100142,2025,0,0,1,0,1
6390515,FL,100209,2025,1,0,1,1,0
6390530,FL,100019,2024,0,0,0,0,0
6390573,FL,100022,2025,1,0,1,0,1
6390578,FL,100008,2023,1,1,1,0,1
6390610,FL,100079,2023,1,1,1,0,1
6390625,FL,103301,2025,1,0,1,0,1
6390668,FL,100014,2025,1,1,1,1,0
6390670,FL,100062,2025,1,1,1,1,0
6390673,FL,100054,2025,1,0,1,1,0
6390674,FL,100063,2025,1,0,1,1,0
6390675,FL,100252,2025,1,0,1,1,0
6390680,FL,100212,2025,1,0,1,1,0
6390682,FL,100319,2025,1,1,1,1,0
6390683,FL,100320,2025,1,0,1,1,0
6390690,FL,100007,2025,1,1,1,1,0
6390691,FL,100321,2022,1,0,1,0,1
6390695,FL,100006,2025,1,1,1,1,0
6390700,FL,100226,2025,1,0,0,1,0
6390727,FL,100068,2025,1,1,1,1,0
6390733,FL,100329,2025,1,0,1,1,0
6390745,FL,100232,2025,1,0,0,1,0
6390753,FL,100269,2025,1,0,1,1,0
6390755,FL,100330,2024,1,0,1,0,1
6390758,FL,100350,2024,1,0,1,0,0
6390761,FL,100359,2025,1,0,1,0,0
6390764,FL,100363,2025,1,1,1,1,0
6390765,FL,100230,2025,1,1,1,1,0
6390767,FL,100362,2025,1,0,1,1,0
6390773,FL,100364,2025,1,1,1,1,0
6390776,FL,100242,2025,1,0,1,1,0
6390792,FL,100093,2025,0,0,1,0,0
6390793,FL,100231,2025,1,0,1,1,0
6390842,FL,100106,2022,0,0,1,0,0
6390845,FL,100132,2025,1,0,1,1,0
6390846,FL,100260,2025,1,0,1,1,0
6390849,FL,100086,2025,0,1,0,1,0
6390851,FL,100077,2025,1,1,1,1,0
6390865,FL,100236,2025,1,0,0,1,0
6390895,FL,100302,2025,1,1,1,1,0
6390900,FL,103300,2025,1,1,1,1,0
6390930,FL,100032,2025,1,1,1,1,0
6390932,FL,100238,2025,1,0,0,1,0
6390935,FL,100126,2025,1,0,0,1,0
6390940,FL,100067,2025,1,0,1,1,0
6390944,FL,100180,2025,1,0,0,1,0
6390955,FL,100161,2025,1,0,1,1,0
6390956,FL,100166,2025,1,0,0,1,0
6390965,FL,100217,2025,0,0,0,0,1
6390975,FL,100049,2025,1,0,1,1,0
6390993,FL,100181,2025,0,1,0,0,1
6390994,FL,100154,2023,1,1,1,0,1
6390997,FL,100264,2025,1,0,0,1,0
6391000,FL,100044,2025,1,1,1,0,1
6391030,FL,100135,2024,0,0,0,0,0
6391033,FL,100254,2025,1,0,1,1,0
6391060,FL,100128,2025,1,1,1,1,0
6391069,FL,100271,2025,1,0,1,0,1
6391090,FL,100206,2025,1,0,0,1,0
6391103,FL,100173,2025,1,1,1,1,0
6391105,FL,100055,2025,1,1,1,1,0
6391120,FL,100105,2025,1,1,1,0,1
6391122,FL,101300,2025,1,1,1,1,0
6391150,FL,100030,2025,1,1,1,1,0
6391155,FL,100275,2022,0,0,0,0,0
6391450,FL,100267,2025,1,0,0,1,0
6393411,FL,100253,2023,1,0,1,0,1
6394020,FL,100259,2025,1,0,0,1,0
6398093,FL,100191,2025,1,0,0,1,0
6399090,FL,101315,2025,0,0,1,0,0
6399145,FL,100284,2025,0,0,1,0,0
6399235,FL,100069,2025,1,1,1,1,0
6410010,OH,360027,2025,1,1,1,0,1
6410012,OH,360020,2025,0,1,1,1,0
6410014,OH,360172,2024,0,1,1,0,1
6410016,OH,360118,2022,1,1,1,0,1
6410017,OH,360095,2024,1,0,1,0,0
6410018,OH,360144,2025,1,1,1,0,1
6410019,OH,360211,2025,1,0,1,0,1
6410020,OH,360039,2025,1,1,1,1,0
6410022,OH,360174,2024,1,1,1,0,1
6410027,OH,360037,2022,0,0,1,0,1
6410032,OH,360259,2023,1,1,0,0,1
6410042,OH,361320,2025,1,0,1,0,1
6410047,OH,360270,2024,0,1,1,0,1
6410055,OH,363303,2023,1,1,1,0,1
6410074,OH,360276,2024,0,1,1,0,1
6410080,OH,360131,2025,1,1,1,1,0
6410081,OH,360348,2022,1,1,1,0,1
6410110,OH,360002,2025,1,1,1,1,0
6410120,OH,360125,2025,0,0,0,0,0
6410140,OH,360014,2022,1,1,1,0,1
6410155,OH,360236,2024,0,1,1,0,1
6410160,OH,361321,2025,1,1,1,1,0
6410165,OH,360197,2025,0,0,1,0,1
6410190,OH,360107,2023,0,0,1,1,0
6410199,OH,360359,2025,1,1,1,1,0
6410210,OH,361322,2024,0,0,0,0,0
6410240,OH,361316,2025,0,1,1,1,0
6410243,OH,361311,2025,1,1,1,1,0
6410265,OH,360203,2022,1,0,1,0,0
6410280,OH,360084,2025,1,1,1,1,0
6410290,OH,360070,2025,1,1,1,0,1
6410297,OH,360358,2024,1,1,1,1,0
6410335,OH,360075,2025,1,1,1,1,0
6410340,OH,360159,2025,0,1,1,1,0
6410382,OH,360179,2025,1,1,1,1,0
6410430,OH,360163,2023,1,1,1,0,1
6410490,OH,360134,2025,1,0,1,0,1
6410499,OH,360360,2025,1,1,1,1,0
6410518,OH,360234,2024,0,1,1,0,1
6410537,OH,360368,2025,1,1,1,1,0
6410543,OH,360367,2025,1,1,1,1,0
6410566,OH,360364,2025,1,1,1,0,1
6410578,OH,360365,2025,0,1,1,1,0
6410580,OH,360001,2024,0,1,1,0,1
6410630,OH,360170,2022,1,1,1,0,1
6410655,OH,360059,2022,1,1,1,0,1
6410670,OH,360180,2025,1,1,1,0,1
6410695,OH,360082,2025,1,1,1,0,1
6410710,OH,360077,2025,1,1,1,0,1
6410780,OH,360087,2025,1,1,1,0,1
6410805,OH,360041,2025,1,1,1,1,0
6410855,OH,360056,2024,0,1,1,0,1
6410920,OH,360137,2025,1,1,1,1,0
6410922,OH,363302,2025,1,1,1,1,0
6410945,OH,360230,2025,1,1,1,0,1
6410947,OH,360058,2025,0,1,1,0,1
6410950,OH,363305,2022,1,0,1,0,0
6410952,OH,360152,2022,1,1,1,0,1
6411010,OH,360017,2022,1,1,1,0,1
6411035,OH,,2022,1,1,1,0,1
6411060,OH,360012,2024,1,1,1,1,0
6411100,OH,360085,2025,1,1,1,1,0
6411110,OH,360006,2022,1,1,1,0,1
6411120,OH,361308,2025,1,1,1,1,0
6411130,OH,360109,2025,0,0,1,0,1
6411160,OH,363306,2025,1,1,1,1,0
6411173,OH,360239,2025,1,1,1,1,0
6411182,OH,360133,2025,1,1,1,1,0
6411190,OH,360051,2022,1,1,1,0,1
6411230,OH,361328,2023,1,1,0,0,1
6411245,OH,360210,2022,1,1,1,0,1
6411250,OH,361302,2025,1,0,1,0,1
6411260,OH,360010,2025,1,1,1,0,1
6411280,OH,360096,2025,0,0,1,0,1
6411290,OH,360145,2025,1,1,1,1,0
6411325,OH,361318,2023,1,1,0,0,1
6411340,OH,360156,2023,1,1,0,0,1
6411350,OH,361325,2025,0,1,1,1,0
6411370,OH,360054,2025,1,0,1,0,1
6411375,OH,360143,2025,1,1,1,0,1
6411376,OH,361307,2025,1,1,1,1,0
6411400,OH,360044,2023,1,0,1,0,0
6411405,OH,360132,2025,1,1,1,1,0
6411435,OH,361301,2022,1,0,1,0,0
6411440,OH,361332,2025,0,1,0,0,0
6411466,OH,360079,2025,1,1,1,1,0
6411470,OH,361315,2022,1,0,1,0,1
6411510,OH,360072,2023,0,0,1,0,1
6411540,OH,360009,2025,1,0,1,0,1
6411560,OH,360066,2024,0,1,1,0,1
6411570,OH,361303,2025,1,1,1,0,1
6411579,OH,361330,2023,0,0,0,0,0
6411640,OH,360011,2022,1,1,1,0,1
6411665,OH,360092,2025,0,1,1,1,0
6411700,OH,360091,2025,1,1,1,0,1
6411710,OH,360076,2022,1,1,1,0,1
6411730,OH,360040,2025,1,0,1,1,0
6411780,OH,361309,2025,0,0,1,0,1
6411800,OH,360218,2025,1,1,1,1,0
6411830,OH,360065,2025,1,0,1,1,0
6411840,OH,361306,2024,0,1,1,0,1
6411855,OH,361323,2025,1,1,1,1,0
6411858,OH,360046,2025,1,1,1,1,0
6411870,OH,360098,2025,1,1,1,1,0
6411880,OH,361300,2024,0,0,0,0,0
6411900,OH,361314,2024,1,0,1,0,0
6411905,OH,360008,2025,0,0,1,0,0
6411930,OH,360078,2025,1,1,1,1,0
6411955,OH,360032,2025,0,0,1,0,1
6412010,OH,361324,2022,1,1,1,0,1
6412020,OH,360013,2023,0,0,1,0,1
6412050,OH,360086,2024,0,1,1,0,1
6412080,OH,360089,2024,0,1,1,0,1
6412170,OH,360112,2024,0,1,1,0,1
6412180,OH,360068,2023,1,1,0,0,1
6412225,OH,361329,2025,0,1,1,0,1
6412235,OH,361312,2024,0,1,1,0,1
6412240,OH,360071,2022,0,1,1,0,1
6412270,OH,360161,2024,0,1,1,0,1
6412290,OH,360055,2023,0,0,0,0,0
6412310,OH,361333,2025,0,0,1,0,0
6412342,OH,361310,2024,0,1,1,0,1
6412345,OH,360175,2022,1,1,1,0,1
6412395,OH,360026,2025,1,1,1,1,0
6412440,OH,360064,2024,0,1,1,0,1
6418083,OH,360035,2024,1,1,1,1,0
6419020,OH,360123,2025,1,1,1,1,0
6419060,OH,360016,2024,0,1,1,0,1
6420008,IN,150113,2025,1,1,1,1,0
6420020,IN,150056,2025,1,1,1,0,1
