aha_id,mstate,facility_id,year,national_network,vendor_network,hio,tefca_part,tefca_plan,tefca_status
6320785,MD,210019,2023,1,1,1,0,1,Planned TEFCA
6320813,MD,210004,2024,0,1,1,0,1,Planned TEFCA
6330100,DC,090003,2023,0,0,1,0,0,Neither current nor planned
6340010,VA,490053,2023,1,1,1,0,1,Planned TEFCA
6340013,VA,490021,2023,1,1,1,0,1,Planned TEFCA
6340021,VA,490136,2024,0,1,1,0,1,Planned TEFCA
6340145,VA,490120,2023,1,1,1,0,1,Planned TEFCA
6340195,VA,490019,2023,1,1,1,1,0,Current TEFCA
6340227,VA,490097,2024,0,1,1,0,1,Planned TEFCA
6340280,VA,490092,2024,0,1,1,0,1,Planned TEFCA
6340385,VA,491308,2024,0,1,1,0,1,Planned TEFCA
6340420,VA,491307,2024,1,1,1,0,1,Planned TEFCA
6340429,VA,490144,2023,1,1,1,1,0,Current TEFCA
6340454,VA,490045,2023,1,1,1,1,0,Current TEFCA
6340510,VA,490041,2024,0,1,1,0,1,Planned TEFCA
6340710,VA,490067,2024,0,1,1,0,1,Planned TEFCA
6340740,VA,490017,2024,0,1,1,0,1,Planned TEFCA
6340890,VA,490094,2024,0,1,1,0,1,Planned TEFCA
6340896,VA,490069,2024,0,1,1,0,1,Planned TEFCA
6340921,VA,490059,2024,0,1,1,0,1,Planned TEFCA
6341200,VA,490005,2024,1,1,1,0,1,Planned TEFCA
6341215,VA,491305,2024,1,1,1,0,1,Planned TEFCA
6344000,VA,490009,2023,1,1,1,1,0,Current TEFCA
6350060,WV,511309,2024,1,1,1,0,1,Planned TEFCA
6350180,WV,510031,2023,0,0,1,1,0,Current TEFCA
6350555,WV,510024,2024,0,0,1,0,0,Neither current nor planned
6350590,WV,511317,2024,0,0,0,0,1,Planned TEFCA
6350675,WV,511311,2024,1,1,1,0,1,Planned TEFCA
6359070,WV,511304,2024,0,0,0,0,0,Neither current nor planned
6360006,NC,340070,2023,1,1,1,0,1,Planned TEFCA
6360012,NC,340171,2024,0,1,1,0,0,Neither current nor planned
6360015,NC,341323,2023,0,1,1,0,0,Neither current nor planned
6360019,NC,340141,2024,0,1,1,0,0,Neither current nor planned
6360023,NC,340028,2024,1,1,1,1,0,Current TEFCA
6360026,NC,340183,2024,0,1,1,0,0,Neither current nor planned
6360215,NC,340051,2023,0,1,1,0,0,Neither current nor planned
6360225,NC,341307,2024,0,1,1,0,0,Neither current nor planned
6360260,NC,340061,2023,1,1,1,0,1,Planned TEFCA
6360320,NC,340053,2024,0,1,1,0,0,Neither current nor planned
6360348,NC,340024,2024,0,0,1,0,1,Planned TEFCA
6360427,NC,340075,2023,1,1,1,0,1,Planned TEFCA
6360433,NC,340190,2024,0,1,1,0,0,Neither current nor planned
6360625,NC,340010,2023,1,1,1,0,1,Planned TEFCA
6360750,NC,340017,2023,1,1,1,0,1,Planned TEFCA
6360820,NC,341325,2024,0,1,1,0,0,Neither current nor planned
6360840,NC,340027,2023,1,1,1,0,1,Planned TEFCA
6360880,NC,340060,2023,1,1,1,0,1,Planned TEFCA
6360895,NC,340041,2023,1,1,1,0,1,Planned TEFCA
6360950,NC,340050,2023,1,1,1,0,1,Planned TEFCA
6361035,NC,340003,2023,0,0,1,0,0,Neither current nor planned
6361120,NC,340127,2023,0,0,1,0,0,Neither current nor planned
6361155,NC,341314,2023,0,0,0,0,0,Neither current nor planned
636118A,NC,340173,2024,1,1,1,0,1,Planned TEFCA
6361210,NC,340114,2023,1,1,1,0,1,Planned TEFCA
6361291,NC,340147,2023,1,1,1,0,1,Planned TEFCA
6361340,NC,340015,2024,0,1,1,0,0,Neither current nor planned
6361350,NC,340158,2024,0,1,1,0,0,Neither current nor planned
6361375,NC,341311,2023,1,1,1,0,1,Planned TEFCA
6361395,NC,340090,2023,1,1,1,0,1,Planned TEFCA
6361400,NC,341327,2023,1,0,1,0,0,Neither current nor planned
6361440,NC,340016,2023,0,0,1,0,0,Neither current nor planned
6361480,NC,340085,2024,0,0,1,0,0,Neither current nor planned
6361525,NC,340186,2023,1,1,1,0,1,Planned TEFCA
6361550,NC,340068,2024,1,1,1,0,1,Planned TEFCA
6361685,NC,340014,2024,0,1,1,0,0,Neither current nor planned
6361686,NC,340148,2024,0,1,1,0,0,Neither current nor planned
6370018,SC,420098,2023,1,0,1,0,1,Planned TEFCA
6370030,SC,420027,2024,1,1,1,1,0,Current TEFCA
6370035,SC,420104,2024,0,1,1,0,1,Planned TEFCA
6370085,SC,420004,2023,1,1,1,0,1,Planned TEFCA
6370090,SC,420087,2024,0,1,1,0,1,Planned TEFCA
6370100,SC,420065,2024,0,1,1,0,1,Planned TEFCA
6370330,SC,420023,2024,0,1,1,0,1,Planned TEFCA
6370433,SC,420110,2024,0,1,1,0,1,Planned TEFCA
6370520,SC,420068,2024,0,0,0,0,0,Neither current nor planned
6380005,GA,110101,2023,1,0,1,0,0,Neither current nor planned
6380050,GA,110006,2024,0,1,1,1,0,Current TEFCA
6380130,GA,110079,2023,1,1,1,0,0,Neither current nor planned
6380340,GA,110025,2024,1,1,1,1,0,Current TEFCA
6380360,GA,110121,2024,1,0,1,1,0,Current TEFCA
6380373,GA,111331,2024,1,0,1,1,0,Current TEFCA
6380635,GA,111329,2024,1,1,1,1,0,Current TEFCA
6380650,GA,110135,2023,1,0,0,0,0,Neither current nor planned
6380652,GA,111335,2023,1,0,1,0,0,Neither current nor planned
6380693,GA,111326,2023,0,0,0,0,0,Neither current nor planned
6380775,GA,110035,2023,0,0,0,0,0,Neither current nor planned
638080A,GA,111334,2024,0,0,1,0,0,Neither current nor planned
6380985,GA,110146,2023,1,0,0,0,1,Planned TEFCA
6381140,GA,110038,2024,1,0,1,1,0,Current TEFCA
6381160,GA,110095,2023,1,0,1,0,0,Neither current nor planned
6381170,GA,110032,2023,0,1,1,0,0,Neither current nor planned
6381201,GA,110128,2024,0,0,0,0,0,Neither current nor planned
6388093,GA,110153,2023,0,0,1,0,1,Planned TEFCA
6389185,GA,111332,2024,1,0,1,1,0,Current TEFCA
6389226,GA,110027,2024,1,1,1,1,0,Current TEFCA
6390038,FL,100168,2023,1,0,1,0,1,Planned TEFCA
6390050,FL,100002,2023,1,0,1,0,1,Planned TEFCA
6390056,FL,100017,2024,1,0,1,0,1,Planned TEFCA
6390095,FL,101309,2024,0,0,1,0,0,Neither current nor planned
6390105,FL,100296,2023,1,1,1,0,1,Planned TEFCA
6390124,FL,100316,2023,0,0,0,0,0,Neither current nor planned
6390230,FL,100073,2024,1,1,1,1,0,Current TEFCA
6390300,FL,100125,2023,1,1,1,0,1,Planned TEFCA
6390306,FL,101313,2023,1,1,1,0,1,Planned TEFCA
6390420,FL,100314,2023,1,1,1,0,1,Planned TEFCA
6390488,FL,100107,2024,1,1,1,1,0,Current TEFCA
6390508,FL,101312,2023,1,1,1,0,1,Planned TEFCA
6390530,FL,100019,2024,0,0,0,0,0,Neither current nor planned
6390578,FL,100008,2023,1,1,1,0,1,Planned TEFCA
6390610,FL,100079,2023,1,1,1,0,1,Planned TEFCA
6390755,FL,100330,2024,1,0,1,0,1,Planned TEFCA
6390758,FL,100350,2024,1,0,1,0,0,Neither current nor planned
6390994,FL,100154,2023,1,1,1,0,1,Planned TEFCA
6391030,FL,100135,2024,0,0,0,0,0,Neither current nor planned
6393411,FL,100253,2023,1,0,1,0,1,Planned TEFCA
6410014,OH,360172,2024,0,1,1,0,1,Planned TEFCA
6410017,OH,360095,2024,1,0,1,0,0,Neither current nor planned
6410022,OH,360174,2024,1,1,1,0,1,Planned TEFCA
6410032,OH,360259,2023,1,1,0,0,1,Planned TEFCA
6410047,OH,360270,2024,0,1,1,0,1,Planned TEFCA
6410055,OH,363303,2023,1,1,1,0,1,Planned TEFCA
6410074,OH,360276,2024,0,1,1,0,1,Planned TEFCA
6410155,OH,360236,2024,0,1,1,0,1,Planned TEFCA
6410190,OH,360107,2023,0,0,1,1,0,Current TEFCA
6410210,OH,361322,2024,0,0,0,0,0,Neither current nor planned
6410297,OH,360358,2024,1,1,1,1,0,Current TEFCA
6410430,OH,360163,2023,1,1,1,0,1,Planned TEFCA
6410518,OH,360234,2024,0,1,1,0,1,Planned TEFCA
6410580,OH,360001,2024,0,1,1,0,1,Planned TEFCA
6410855,OH,360056,2024,0,1,1,0,1,Planned TEFCA
6411060,OH,360012,2024,1,1,1,1,0,Current TEFCA
6411230,OH,361328,2023,1,1,0,0,1,Planned TEFCA
6411325,OH,361318,2023,1,1,0,0,1,Planned TEFCA
6411340,OH,360156,2023,1,1,0,0,1,Planned TEFCA
6411400,OH,360044,2023,1,0,1,0,0,Neither current nor planned
6411510,OH,360072,2023,0,0,1,0,1,Planned TEFCA
6411560,OH,360066,2024,0,1,1,0,1,Planned TEFCA
6411579,OH,361330,2023,0,0,0,0,0,Neither current nor planned
6411840,OH,361306,2024,0,1,1,0,1,Planned TEFCA
6411880,OH,361300,2024,0,0,0,0,0,Neither current nor planned
6411900,OH,361314,2024,1,0,1,0,0,Neither current nor planned
6412020,OH,360013,2023,0,0,1,0,1,Planned TEFCA
6412050,OH,360086,2024,0,1,1,0,1,Planned TEFCA
6412080,OH,360089,2024,0,1,1,0,1,Planned TEFCA
6412170,OH,360112,2024,0,1,1,0,1,Planned TEFCA
6412180,OH,360068,2023,1,1,0,0,1,Planned TEFCA
6412235,OH,361312,2024,0,1,1,0,1,Planned TEFCA
6412270,OH,360161,2024,0,1,1,0,1,Planned TEFCA
6412290,OH,360055,2023,0,0,0,0,0,Neither current nor planned
6412342,OH,361310,2024,0,1,1,0,1,Planned TEFCA
6412440,OH,360064,2024,0,1,1,0,1,Planned TEFCA
6418083,OH,360035,2024,1,1,1,1,0,Current TEFCA
6419060,OH,360016,2024,0,1,1,0,1,Planned TEFCA
6420198,IN,150172,2024,0,0,0,0,0,Neither current nor planned
6420235,IN,150005,2024,0,1,1,0,1,Planned TEFCA
6420495,IN,150002,2024,1,1,1,0,1,Planned TEFCA
6420530,IN,151332,2023,0,0,1,1,0,Current TEFCA
6420570,IN,151302,2023,1,1,1,0,1,Planned TEFCA
6420880,IN,150072,2023,1,0,1,0,0,Neither current nor planned
6420920,IN,150011,2024,0,0,1,0,0,Neither current nor planned
6421150,IN,150076,2024,1,1,1,0,0,Neither current nor planned
6421270,IN,150097,2023,1,0,1,0,1,Planned TEFCA
6421300,IN,150012,2024,1,1,1,1,0,Current TEFCA
6430005,IL,141304,2024,1,0,1,1,0,Current TEFCA
6430028,IL,140172,2024,0,0,1,0,0,Neither current nor planned
6430100,IL,140029,2024,1,1,1,0,1,Planned TEFCA
6430240,IL,140054,2024,1,1,1,0,1,Planned TEFCA
6430337,IL,141347,2023,1,0,0,0,0,Neither current nor planned
6430400,IL,140115,2023,1,1,1,0,0,Neither current nor planned
6430484,IL,140239,2024,1,1,0,1,0,Current TEFCA
6430700,IL,140133,2024,0,1,0,0,0,Neither current nor planned
6430835,IL,140082,2023,1,0,1,0,0,Neither current nor planned
6430841,IL,140276,2024,1,1,1,0,1,Planned TEFCA
6430930,IL,140018,2024,0,1,0,0,0,Neither current nor planned
6431370,IL,140135,2023,0,1,0,0,0,Neither current nor planned
6431511,IL,140275,2024,1,0,1,1,0,Current TEFCA
6431760,IL,141319,2024,1,0,0,0,1,Planned TEFCA
6431830,IL,140210,2024,0,1,0,0,0,Neither current nor planned
6431855,IL,141335,2024,1,1,0,1,0,Current TEFCA
6432137,IL,140089,2023,1,0,0,0,0,Neither current nor planned
6432192,IL,141326,2024,0,1,1,0,0,Neither current nor planned
6432300,IL,140101,2024,0,0,0,0,1,Planned TEFCA
6432420,IL,140063,2024,1,1,1,0,1,Planned TEFCA
6432435,IL,140008,2024,1,1,1,0,1,Planned TEFCA
6432490,IL,141341,2023,1,0,0,1,0,Current TEFCA
6432500,IL,141320,2023,0,0,0,0,0,Neither current nor planned
6440043,MI,230297,2023,1,0,1,0,0,Neither current nor planned
6440049,MI,230302,2023,1,1,1,1,0,Current TEFCA
6440087,MI,230156,2024,1,1,1,1,0,Current TEFCA
6440155,MI,230075,2023,1,1,1,1,0,Current TEFCA
6440292,MI,230208,2023,0,1,1,0,0,Neither current nor planned
6440295,MI,231316,2023,0,1,1,1,0,Current TEFCA
6440310,MI,231322,2023,0,0,0,0,0,Neither current nor planned
6440320,MI,231327,2023,0,1,1,0,0,Neither current nor planned
6440331,MI,230259,2024,1,1,1,1,0,Current TEFCA
6440360,MI,230022,2023,1,1,0,0,1,Planned TEFCA
6440503,MI,230005,2023,1,1,0,0,1,Planned TEFCA
6440650,MI,230053,2023,1,1,1,1,0,Current TEFCA
6441120,MI,230174,2023,0,0,1,0,1,Planned TEFCA
6441210,MI,230059,2024,1,1,1,1,0,Current TEFCA
6441231,MI,230236,2024,1,1,1,0,1,Planned TEFCA
6441380,MI,230069,2024,1,1,1,1,0,Current TEFCA
6441410,MI,231331,2023,0,1,1,0,0,Neither current nor planned
6441550,MI,230017,2023,1,1,1,1,0,Current TEFCA
6441595,MI,230230,2023,0,1,1,0,0,Neither current nor planned
6441640,MI,230193,2023,1,0,1,0,0,Neither current nor planned
6441660,MI,231319,2024,0,0,0,0,0,Neither current nor planned
6441669,MI,230002,2024,1,1,1,1,0,Current TEFCA
6441705,MI,230303,2023,1,0,1,0,0,Neither current nor planned
6441750,MI,230217,2024,1,0,1,0,0,Neither current nor planned
6441795,MI,230099,2023,1,1,0,0,1,Planned TEFCA
6441925,MI,231304,2024,0,1,1,0,0,Neither current nor planned
6442030,MI,231332,2023,1,1,1,1,0,Current TEFCA
6442035,MI,230105,2024,1,0,1,0,1,Planned TEFCA
6442140,MI,230029,2024,1,1,1,1,0,Current TEFCA
6442310,MI,231326,2023,0,1,1,0,0,Neither current nor planned
6442350,MI,231320,2024,1,1,1,1,0,Current TEFCA
6442353,MI,231312,2023,0,1,1,0,0,Neither current nor planned
6442360,MI,230085,2023,1,1,1,1,0,Current TEFCA
6442390,MI,230096,2024,0,0,1,0,0,Neither current nor planned
6450015,WI,520066,2024,1,1,0,1,0,Current TEFCA
6450035,WI,521308,2023,1,1,1,0,1,Planned TEFCA
6450038,WI,521357,2024,1,1,0,1,0,Current TEFCA
6450078,WI,521359,2023,1,0,1,0,0,Neither current nor planned
6450195,WI,521344,2024,0,1,1,0,0,Neither current nor planned
6450240,WI,520017,2023,1,1,0,0,0,Neither current nor planned
6450330,WI,520013,2023,1,1,0,0,0,Neither current nor planned
6450390,WI,520071,2023,1,0,0,0,0,Neither current nor planned
6450410,WI,521331,2023,0,0,0,0,0,Neither current nor planned
6450865,WI,520064,2023,1,1,1,1,0,Current TEFCA
6451515,WI,521330,2023,0,1,1,0,0,Neither current nor planned
6451850,WI,521358,2024,1,0,1,0,1,Planned TEFCA
6451895,WI,521320,2024,1,1,1,0,0,Neither current nor planned
6510007,KY,180013,2024,1,0,0,0,0,Neither current nor planned
6510130,KY,180079,2023,0,0,1,0,0,Neither current nor planned
6510140,KY,180048,2024,1,0,1,0,1,Planned TEFCA
6510280,KY,181302,2024,1,0,1,0,1,Planned TEFCA
6510355,KY,181301,2023,0,1,1,1,0,Current TEFCA
6510750,KY,180027,2023,0,1,1,0,1,Planned TEFCA
6510810,KY,180102,2024,0,1,1,0,1,Planned TEFCA
6510860,KY,180044,2023,0,1,1,0,1,Planned TEFCA
6511000,KY,181330,2023,0,0,1,0,0,Neither current nor planned
6520280,TN,440102,2023,1,1,1,0,0,Neither current nor planned
6520506,TN,443303,2023,0,1,1,1,0,Current TEFCA
6520695,TN,440152,2023,1,0,0,0,0,Neither current nor planned
6521210,TN,440065,2024,1,0,1,0,0,Neither current nor planned
6521222,TN,440057,2024,1,1,1,0,1,Planned TEFCA
6530380,AL,010034,2024,0,0,0,0,0,Neither current nor planned
6530415,AL,010148,2024,0,0,0,0,0,Neither current nor planned
6530425,AL,010045,2023,0,0,1,0,1,Planned TEFCA
6530475,AL,010062,2023,1,0,1,0,0,Neither current nor planned
6530600,AL,010087,2023,1,0,1,0,1,Planned TEFCA
6530705,AL,010023,2024,1,1,1,1,0,Current TEFCA
6530760,AL,010029,2024,0,0,0,0,0,Neither current nor planned
6530765,AL,010007,2023,0,0,0,1,0,Current TEFCA
6530800,AL,010149,2024,1,1,1,1,0,Current TEFCA
653095A,AL,010126,2023,0,0,0,0,0,Neither current nor planned
6530960,AL,010092,2023,0,0,1,0,1,Planned TEFCA
6531017,AL,010097,2023,0,0,0,0,0,Neither current nor planned
6531040,AL,010138,2023,0,0,0,0,0,Neither current nor planned
6540030,MS,251329,2023,0,1,1,0,0,Neither current nor planned
6540156,MS,250042,2023,0,0,0,0,0,Neither current nor planned
6540280,MS,250099,2023,0,0,1,0,0,Neither current nor planned
6540459,MS,250172,2023,0,0,0,0,0,Neither current nor planned
6540755,MS,251337,2024,1,0,1,0,1,Planned TEFCA
6540785,MS,250050,2024,0,0,1,0,1,Planned TEFCA
6610150,MN,241316,2024,0,0,0,0,0,Neither current nor planned
6610570,MN,241343,2024,1,0,1,0,0,Neither current nor planned
6610757,MN,241300,2024,1,1,1,0,1,Planned TEFCA
6610795,MN,241359,2024,1,0,1,0,0,Neither current nor planned
6611260,MN,240014,2023,1,0,0,0,1,Planned TEFCA
6611360,MN,241374,2024,1,0,1,0,0,Neither current nor planned
6611455,MN,240001,2023,1,1,0,0,1,Planned TEFCA
6611730,MN,241334,2023,0,1,0,0,0,Neither current nor planned
6611920,MN,241348,2024,1,0,1,0,0,Neither current nor planned
6611950,MN,241335,2023,1,1,1,0,0,Neither current nor planned
6612000,MN,241337,2024,0,1,1,0,0,Neither current nor planned
6620002,IA,160064,2024,0,0,1,0,0,Neither current nor planned
6620003,IA,160083,2024,1,0,1,0,1,Planned TEFCA
6620004,IA,160033,2024,1,0,1,1,0,Current TEFCA
6620055,IA,160030,2023,1,1,1,0,1,Planned TEFCA
6620100,IA,161372,2024,1,0,1,1,0,Current TEFCA
6620160,IA,160040,2024,0,0,1,0,0,Neither current nor planned
6620170,IA,160079,2023,0,0,1,0,0,Neither current nor planned
6620190,IA,161377,2024,1,0,1,1,0,Current TEFCA
6620230,IA,161362,2024,0,0,1,0,0,Neither current nor planned
6620265,IA,160080,2024,0,0,1,0,0,Neither current nor planned
6620330,IA,161328,2024,0,0,1,0,0,Neither current nor planned
6620385,IA,161369,2023,1,0,1,0,0,Neither current nor planned
6620475,IA,161313,2024,1,0,1,1,0,Current TEFCA
6620495,IA,160069,2024,0,0,1,0,0,Neither current nor planned
6620527,IA,161378,2024,0,0,1,0,0,Neither current nor planned
6620535,IA,161319,2024,0,0,1,0,0,Neither current nor planned
6620550,IA,161357,2024,0,0,1,0,0,Neither current nor planned
6620560,IA,161351,2024,1,0,1,0,0,Neither current nor planned
6620565,IA,161364,2024,0,1,0,0,0,Neither current nor planned
6620644,IA,161310,2023,1,1,1,0,1,Planned TEFCA
6620665,IA,161303,2023,1,1,1,0,1,Planned TEFCA
6620710,IA,161311,2024,0,0,1,0,0,Neither current nor planned
6620723,IA,161334,2024,0,0,1,0,0,Neither current nor planned
6620790,IA,161380,2024,0,0,1,0,0,Neither current nor planned
6620830,IA,161355,2023,0,0,1,0,0,Neither current nor planned
6620870,IA,161368,2024,1,0,1,0,0,Neither current nor planned
6620895,IA,161329,2024,1,0,1,1,0,Current TEFCA
6620970,IA,161356,2023,1,0,1,0,0,Neither current nor planned
6621020,IA,160032,2024,0,0,1,0,0,Neither current nor planned
6621040,IA,161338,2024,0,0,1,0,0,Neither current nor planned
6621068,IA,161323,2024,0,0,1,0,0,Neither current nor planned
6621075,IA,161348,2023,0,1,1,0,0,Neither current nor planned
6621175,IA,161300,2024,0,0,1,0,0,Neither current nor planned
6621180,IA,161363,2024,1,1,1,1,0,Current TEFCA
6621202,IA,161336,2024,1,0,1,0,0,Neither current nor planned
6621220,IA,161366,2023,0,0,0,0,0,Neither current nor planned
6621230,IA,161345,2024,1,0,1,0,0,Neither current nor planned
6621245,IA,161346,2024,1,0,1,0,0,Neither current nor planned
6621275,IA,160153,2024,0,0,1,0,0,Neither current nor planned
6621311,IA,160124,2024,1,0,1,0,0,Neither current nor planned
6621375,IA,160067,2024,0,0,1,0,0,Neither current nor planned
6621400,IA,161316,2023,1,1,1,0,0,Neither current nor planned
6629060,IA,161315,2023,1,0,1,0,0,Neither current nor planned
6629082,IA,161321,2024,1,0,1,0,0,Neither current nor planned
6630030,MO,261315,2024,1,1,1,0,1,Planned TEFCA
6630087,MO,261332,2024,1,0,1,0,1,Planned TEFCA
6630150,MO,260141,2024,1,0,1,1,0,Current TEFCA
